gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,0,24–48 months,Medium Risk,0.27236335771398085,0,Low Risk,65.36720585135541
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,0,24–48 months,Low Risk,0.04215899492747322,0,Low Risk,10.118158782593573
Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,1,12–24 months,Medium Risk,0.40239629791828,0,Medium Risk,96.57511150038721
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,0,0–12 months,High Risk,0.20910610447897374,0,Low Risk,50.1854650749537
Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,0,12–24 months,Medium Risk,0.5160815137470216,1,Medium Risk,123.85956329928518
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,1,0–12 months,High Risk,0.24750152859676985,0,Low Risk,59.40036686322477
Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,1,0–12 months,High Risk,0.5411974588792492,1,Medium Risk,129.8873901310198
Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,0,48+ months,Low Risk,0.011810140157989164,0,Low Risk,2.834433637917399
Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No,0,0–12 months,High Risk,0.22172988248937187,0,Low Risk,53.215171797449244
Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No,0,12–24 months,Medium Risk,0.012921813824285549,0,Low Risk,3.1012353178285315
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,1,0–12 months,High Risk,0.7285372716372126,1,High Risk,174.848945192931
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,1,24–48 months,Medium Risk,0.689599300479662,1,Medium Risk,165.50383211511888
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,0,0–12 months,High Risk,0.3754391301356161,0,Medium Risk,90.10539123254786
Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,1,0–12 months,High Risk,0.6223153223288213,1,Medium Risk,149.3556773589171
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,1,0–12 months,High Risk,0.7686319035284697,1,High Risk,184.47165684683273
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,0,24–48 months,Medium Risk,0.650509943246839,1,Medium Risk,156.12238637924136
Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,0,0–12 months,High Risk,0.6141793748041336,1,Medium Risk,147.40304995299206
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No,0,24–48 months,Low Risk,0.014332521423200805,0,Low Risk,3.4398051415681934
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,1,0–12 months,High Risk,0.7821205454620177,1,High Risk,187.70893091088425
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,0–12 months,High Risk,0.5611966243438218,1,Medium Risk,134.68718984251723
Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,0–12 months,High Risk,0.7275147532802627,1,High Risk,174.60354078726306
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No,0,12–24 months,Medium Risk,0.15848585868562334,0,Low Risk,38.036606084549604
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,5597.65,No,0,48+ months,Medium Risk,0.31744716780333104,0,Medium Risk,76.18732027279945
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,1,0–12 months,High Risk,0.2541991372807332,0,Low Risk,61.00779294737596
Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,1,48+ months,Medium Risk,0.6357427271082063,1,Medium Risk,152.5782545059695
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,0,12–24 months,Medium Risk,0.21025820045048008,0,Low Risk,50.461968108115215
Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,0,12–24 months,Medium Risk,0.1443198911629748,0,Low Risk,34.63677387911395
Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,No,0,24–48 months,Low Risk,0.034709538013263895,0,Low Risk,8.330289123183334
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,24–48 months,Medium Risk,0.47683272159979795,0,Medium Risk,114.43985318395151
Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,0–12 months,High Risk,0.7450197672584677,1,High Risk,178.80474414203226
Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,0,12–24 months,Medium Risk,0.16161809742337513,0,Low Risk,38.788343381610034
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,0–12 months,High Risk,0.561654671010312,1,Medium Risk,134.79712104247488
Female,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,53.0,3656.25,No,0,48+ months,Low Risk,0.0565438759272091,0,Low Risk,13.570530222530184
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No,0,0–12 months,High Risk,0.2250155253710988,0,Low Risk,54.00372608906372
Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No,0,0–12 months,Medium Risk,0.34505434944810004,0,Medium Risk,82.81304386754401
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,0,12–24 months,Medium Risk,0.0979421692224098,0,Low Risk,23.50612061337835
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No,0,48+ months,Low Risk,0.004352813276503774,0,Low Risk,1.0446751863609058
Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,0,12–24 months,Medium Risk,0.40222104059075325,0,Medium Risk,96.53304974178079
Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,0–12 months,High Risk,0.4307310019558578,0,Medium Risk,103.37544046940587
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No,0,48+ months,Low Risk,0.08433070936422363,0,Low Risk,20.23937024741367
Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No,0,48+ months,Low Risk,0.03378881174574923,0,Low Risk,8.109314818979815
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,0,12–24 months,Low Risk,0.03232876039152043,0,Low Risk,7.758902493964904
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,0–12 months,High Risk,0.542710201461366,1,Medium Risk,130.25044835072782
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No,0,48+ months,Low Risk,0.01174918574939022,0,Low Risk,2.819804579853653
Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No,0,12–24 months,Medium Risk,0.05302191541632148,0,Low Risk,12.725259699917155
Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,12–24 months,Medium Risk,0.5554525748495505,1,Medium Risk,133.30861796389212
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,48+ months,Low Risk,0.281838486568102,0,Low Risk,67.64123677634448
Female,1,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,24–48 months,Medium Risk,0.304592624597206,0,Medium Risk,73.10222990332943
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0,24–48 months,Medium Risk,0.0511424781514266,0,Low Risk,12.274194756342384
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No,0,48+ months,Low Risk,0.017199143162013875,0,Low Risk,4.12779435888333
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0,0–12 months,Medium Risk,0.5180030388806673,1,Medium Risk,124.32072933136016
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No,0,48+ months,Low Risk,0.004459186048317936,0,Low Risk,1.0702046515963046
Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No,0,24–48 months,Low Risk,0.04090535686108423,0,Low Risk,9.817285646660215
Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,0,0–12 months,High Risk,0.3129738140152886,0,Medium Risk,75.11371536366927
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No,0,0–12 months,High Risk,0.295156157292087,0,Low Risk,70.83747775010087
Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,48+ months,Low Risk,0.1982227773608022,0,Low Risk,47.57346656659253
Male,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No,0,48+ months,Medium Risk,0.16355805360517922,0,Low Risk,39.253932865243016
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,48+ months,Low Risk,0.01485891887971649,0,Low Risk,3.5661405311319574
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,12–24 months,Medium Risk,0.49540202881243706,0,Medium Risk,118.89648691498489
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,0–12 months,High Risk,0.6675262590933339,1,Medium Risk,160.20630218240012
Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,0,24–48 months,Low Risk,0.01255879563490165,0,Low Risk,3.014110952376396
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,0–12 months,High Risk,0.558187115114981,1,Medium Risk,133.96490762759544
Male,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,0,48+ months,Low Risk,0.21615263728565404,0,Low Risk,51.87663294855697
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No,0,12–24 months,Medium Risk,0.01669833361711851,0,Low Risk,4.007600068108442
Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,0,0–12 months,High Risk,0.3023689061955527,0,Medium Risk,72.56853748693264
Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,12–24 months,Medium Risk,0.13759285625150364,0,Low Risk,33.02228550036087
Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,0,48+ months,Low Risk,0.018547886668454673,0,Low Risk,4.451492800429121
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,0–12 months,High Risk,0.6689714072596535,1,Medium Risk,160.55313774231684
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No,0,48+ months,Medium Risk,0.3780111169856827,0,Medium Risk,90.72266807656385
Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,24–48 months,Low Risk,0.15451581125791775,0,Low Risk,37.08379470190026
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,1,12–24 months,Medium Risk,0.20596473620451214,0,Low Risk,49.43153668908291
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No,0,24–48 months,Medium Risk,0.07279536181635944,0,Low Risk,17.470886835926265
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No,0,0–12 months,Medium Risk,0.042143349568034276,0,Low Risk,10.114403896328227
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,0,48+ months,Low Risk,0.09692448849765828,0,Low Risk,23.261877239437986
Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,0,48+ months,Low Risk,0.023090497193446944,0,Low Risk,5.541719326427266
Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,0,24–48 months,Medium Risk,0.3667779585733563,0,Medium Risk,88.02671005760551
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No,0,0–12 months,Medium Risk,0.13094089362035297,0,Low Risk,31.425814468884713
Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,0,12–24 months,Medium Risk,0.3568556427942768,0,Medium Risk,85.64535427062643
Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,0,48+ months,Medium Risk,0.16502200116523272,0,Low Risk,39.60528027965585
Female,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0,24–48 months,Medium Risk,0.13857087494772816,0,Low Risk,33.25700998745476
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,0–12 months,High Risk,0.17623953049749114,0,Low Risk,42.297487319397874
Female,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,24–48 months,Low Risk,0.04666158893113708,0,Low Risk,11.1987813434729
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,0,48+ months,Low Risk,0.002486545142585713,0,Low Risk,0.5967708342205711
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,0,12–24 months,Medium Risk,0.724771149146763,1,High Risk,173.94507579522312
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,0,24–48 months,Low Risk,0.010644861652191178,0,Low Risk,2.554766796525883
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,12–24 months,Medium Risk,0.11925598332744276,0,Low Risk,28.621435998586264
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,0,48+ months,Low Risk,0.020261817454757528,0,Low Risk,4.862836189141807
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,0–12 months,High Risk,0.7243873621974352,1,High Risk,173.85296692738444
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,0,48+ months,Low Risk,0.0039814496741821925,0,Low Risk,0.9555479218037262
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,0,0–12 months,High Risk,0.6492359628097859,1,Medium Risk,155.8166310743486
Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,0,12–24 months,Medium Risk,0.034483633627268084,0,Low Risk,8.276072070544341
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,0–12 months,High Risk,0.7345295867529462,1,High Risk,176.28710082070708
Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,48+ months,Low Risk,0.042159229873854405,0,Low Risk,10.118215169725056
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0,0–12 months,High Risk,0.31365529945988513,0,Medium Risk,75.27727187037243
Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,1,0–12 months,High Risk,0.5982050347939069,1,Medium Risk,143.56920835053765
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,0,0–12 months,High Risk,0.61948571357205,1,Medium Risk,148.67657125729198
Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,0,0–12 months,Medium Risk,0.7172430688820516,1,High Risk,172.13833653169237
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,0–12 months,High Risk,0.2780835160306549,0,Low Risk,66.74004384735717
Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0,24–48 months,Low Risk,0.047713063453460325,0,Low Risk,11.451135228830477
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,0,12–24 months,Medium Risk,0.4049276903514811,0,Medium Risk,97.18264568435546
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,12–24 months,Medium Risk,0.5989904378339036,1,Medium Risk,143.75770508013687
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,0–12 months,High Risk,0.6876711065824569,1,Medium Risk,165.04106557978966
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,0,0–12 months,Medium Risk,0.10812117477480572,0,Low Risk,25.949081945953374
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,0–12 months,High Risk,0.8040866105875991,1,High Risk,192.98078654102378
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,0,12–24 months,Medium Risk,0.25566012848125985,0,Low Risk,61.35843083550236
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,0,12–24 months,Medium Risk,0.034056375646362026,0,Low Risk,8.173530155126887
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,0,12–24 months,Medium Risk,0.03131880474586128,0,Low Risk,7.516513139006707
Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,1,12–24 months,Medium Risk,0.5080686348690902,1,Medium Risk,121.93647236858163
Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,0,12–24 months,Medium Risk,0.3435864981472869,0,Medium Risk,82.46075955534886
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,0,24–48 months,Medium Risk,0.23033586195965103,0,Low Risk,55.28060687031625
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,0,0–12 months,High Risk,0.36836645556811315,0,Medium Risk,88.40794933634716
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,0,24–48 months,Medium Risk,0.31435586790097025,0,Medium Risk,75.44540829623286
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,0,48+ months,Low Risk,0.32158419891277357,0,Medium Risk,77.18020773906565
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,0–12 months,High Risk,0.285420549212434,0,Low Risk,68.50093181098416
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,1,48+ months,Low Risk,0.07946064424024189,0,Low Risk,19.070554617658054
Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,0,48+ months,Medium Risk,0.290888747017986,0,Low Risk,69.81329928431664
Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,0,12–24 months,Medium Risk,0.1620980464402135,0,Low Risk,38.90353114565124
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,0,12–24 months,Medium Risk,0.3995074665177864,0,Medium Risk,95.88179196426874
Female,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,0,48+ months,Low Risk,0.02179513885715207,0,Low Risk,5.230833325716497
Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,0,48+ months,Low Risk,0.01277232705474344,0,Low Risk,3.065358493138426
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,0,48+ months,Low Risk,0.010854449995200565,0,Low Risk,2.6050679988481353
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,0,0–12 months,High Risk,0.7011599135075007,1,High Risk,168.27837924180017
Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,0,24–48 months,Medium Risk,0.12962285533239493,0,Low Risk,31.10948527977478
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,1,24–48 months,Medium Risk,0.5626990370846235,1,Medium Risk,135.04776890030965
